大專校院各校科系別概況										
105 學年度 SY2016-2017										
學校代碼	學校名稱	科系代碼	科系名稱	日間∕進修別	等級別	學生數	教師數	上學年度畢業生數	縣市名稱	體系別
1007	逢甲大學	520114	資訊工程學系	D 日	D 博士	22	0	4	19 臺中市	1 一般
1007	逢甲大學	520114	資訊工程學系	D 日	M 碩士	103	0	37	19 臺中市	1 一般
1007	逢甲大學	520114	資訊工程學系	D 日	B 學士	929	32	170	19 臺中市	1 一般
1009	長庚大學	340302	工商管理學系	D 日	B 學士	223	12	43	03 桃園市	1 一般
1009	長庚大學	340901	醫務管理學系	D 日	M 碩士	41	0	17	03 桃園市	1 一般
1009	長庚大學	340901	醫務管理學系	D 日	B 學士	194	10	48	03 桃園市	1 一般
1011	中華大學	340301	企業管理學系	D 日	B 學士	337	17	93	18 新竹市	1 一般
1011	中華大學	340301	企業管理學系	N 職	M 碩士	28	0	25	18 新竹市	1 一般
1011	中華大學	349927	營建管理學系	D 日	M 碩士	2	0	7	18 新竹市	1 一般
1011	中華大學	349927	營建管理學系	D 日	B 學士	139	7	37	18 新竹市	1 一般
1011	中華大學	349927	營建管理學系	N 職	M 碩士	13	0	14	18 新竹市	1 一般
1011	中華大學	349999	管理學院(不分系)	P 進	B 學士	62	0	16	18 新竹市	1 一般
1011	中華大學	420610	生物資訊學系	D 日	M 碩士	7	0	2	18 新竹市	1 一般
1011	中華大學	420610	生物資訊學系	D 日	B 學士	163	9	38	18 新竹市	1 一般
1011	中華大學	520231	光機電暨材料學系	D 日	B 學士	147	0	21	18 新竹市	1 一般
1011	中華大學	520301	土木工程學系	D 日	D 博士	33	0	5	18 新竹市	1 一般
1011	中華大學	520301	土木工程學系	D 日	M 碩士	26	0	16	18 新竹市	1 一般
1011	中華大學	520301	土木工程學系	D 日	B 學士	177	11	34	18 新竹市	1 一般
1012	大葉大學	520114	資訊工程學系	D 日	M 碩士	29	0	8	07 彰化縣	1 一般
1012	大葉大學	520114	資訊工程學系	D 日	B 學士	215	9	55	07 彰化縣	1 一般
1014	義守大學	220321	應用日語學系	D 日	B 學士	292	10	72	12 高雄市	1 一般
1014	義守大學	220321	應用日語學系	P 進	B 學士	108	0	44	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	D 日	M 碩士	28	0	18	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	D 日	B 學士	475	15	117	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	N 職	M 碩士	23	0	26	12 高雄市	1 一般
1014	義守大學	340301	企業管理學系	P 進	B 學士	104	0	30	12 高雄市	1 一般
1014	義守大學	520114	資訊工程學系	D 日	D 博士	42	0	11	12 高雄市	1 一般
1014	義守大學	520114	資訊工程學系	D 日	M 碩士	34	0	14	12 高雄市	1 一般
1014	義守大學	520114	資訊工程學系	D 日	B 學士	477	18	121	12 高雄市	1 一般
1014	義守大學	520114	資訊工程學系	N 職	M 碩士	21	0	5	12 高雄市	1 一般
1014	義守大學	520114	資訊工程學系	P 進	B 學士	43	0	15	12 高雄市	1 一般
1014	義守大學	521108	生物醫學工程學系	D 日	M 碩士	16	0	9	12 高雄市	1 一般
1014	義守大學	521108	生物醫學工程學系	D 日	B 學士	395	14	92	12 高雄市	1 一般
1014	義守大學	720133	學士後醫學系	D 日	B 學士	140	27	0	12 高雄市	1 一般
1016	銘傳大學	310517	諮商與工商心理學系	D 日	B 學士	302	9	61	30 臺北市	1 一般
1016	銘傳大學	310517	諮商與工商心理學系	N 職	M 碩士	29	0	6	30 臺北市	1 一般
1016	銘傳大學	340533	經濟與金融學系	D 日	M 碩士	6	0	0	30 臺北市	1 一般
1016	銘傳大學	340533	經濟與金融學系	D 日	B 學士	471	14	0	30 臺北市	1 一般
1016	銘傳大學	380101	法律學系	D 日	B 學士	427	13	109	30 臺北市	1 一般
1016	銘傳大學	380101	法律學系	N 職	M 碩士	45	0	7	30 臺北市	1 一般
1016	銘傳大學	380209	財金法律系	D 日	M 碩士	34	0	0	30 臺北市	1 一般
1016	銘傳大學	380209	財金法律系	D 日	B 學士	223	11	56	30 臺北市	1 一般
1016	銘傳大學	520114	資訊工程學系	D 日	B 學士	428	18	77	30 臺北市	1 一般
1017	實踐大學	999903	軍訓教官	D 日		0	9	0	30 臺北市	1 一般
1017	實踐大學	999904	護理教師	D 日		0	1	0	30 臺北市	1 一般
1021	真理大學	210404	音樂應用學系	D 日	M 碩士	5	0	0	01 新北市	1 一般
1021	真理大學	210404	音樂應用學系	D 日	B 學士	180	7	30	01 新北市	1 一般
1021	真理大學	220101	臺灣文學系	D 日	B 學士	159	7	35	01 新北市	1 一般
1021	真理大學	220303	應用外語系	D 日	B 學士	52	4	40	01 新北市	1 一般
1021	真理大學	220806	宗教文化與組織管理學系	D 日	B 學士	101	9	21	01 新北市	1 一般
1021	真理大學	220806	宗教文化與組織管理學系	N 職	M 碩士	7	0	0	01 新北市	1 一般
1021	真理大學	229906	人文與資訊學系	D 日	B 學士	196	7	29	01 新北市	1 一般
1021	真理大學	310101	經濟學系	D 日	M 碩士	11	0	4	01 新北市	1 一般
1021	真理大學	310101	經濟學系	D 日	B 學士	304	10	79	01 新北市	1 一般
1021	真理大學	380101	法律學系	D 日	M 碩士	17	0	0	01 新北市	1 一般
1021	真理大學	380101	法律學系	D 日	B 學士	436	11	103	01 新北市	1 一般
1021	真理大學	380101	法律學系	P 進	B 學士	76	0	33	01 新北市	1 一般
1021	真理大學	469905	財務與精算學系	D 日	M 碩士	22	0	4	01 新北市	1 一般
1021	真理大學	469905	財務與精算學系	D 日	B 學士	241	11	47	01 新北市	1 一般
1021	真理大學	520114	資訊工程學系	D 日	M 碩士	21	0	7	01 新北市	1 一般
1021	真理大學	520114	資訊工程學系	D 日	B 學士	344	14	61	01 新北市	1 一般
1022	大同大學	520114	資訊工程學系	D 日	D 博士	15	0	3	30 臺北市	1 一般
1022	大同大學	520114	資訊工程學系	D 日	M 碩士	57	0	16	30 臺北市	1 一般
1022	大同大學	520114	資訊工程學系	D 日	B 學士	437	16	78	30 臺北市	1 一般
1022	大同大學	520114	資訊工程學系	N 職	M 碩士	21	0	4	30 臺北市	1 一般
